student_id,register_number,student_name,email,phone,gender,department,course,year,semester,section,academic_year,previous_gpa,previous_percentage,internal_marks,assignment_score,quiz_score,midterm_score,final_exam_score,classes_held,classes_attended,attendance_percentage,study_hours_per_day,assignment_completion_rate,online_learning_hours,library_usage,participation_score,final_score,grade,pass_fail,risk_level
769,IT20250769,Rachana Batta,rachana.batta10@college.edu,+91-9301389619,Female,Information Technology,B.E. Information Technology,3,6,A,2025-2026,7.25,76.33,33.09,15.84,17.49,32.76,65.63,66,49,74.24,6.27,87.02,2.58,2,82.98,78.63,A,Pass,Low
770,AIDS20240770,Oni Mahajan,oni.mahajan75@college.edu,+91-7406877762,Female,AI & Data Science,B.Tech. AI & Data Science,3,6,A,2024-2025,7.89,75.85,28.57,24.75,14.61,46.66,43.82,78,60,76.92,5.88,63.26,1.79,2,72.66,75.27,A,Pass,Low
771,AIDS20250771,Diya Pillai,diya.pillai84@college.edu,+91-8296423045,Female,AI & Data Science,B.Tech. AI & Data Science,4,8,A,2025-2026,6.25,61.14,28.97,12.44,12.56,19.17,40.84,76,28,36.84,5.05,55.08,2.1,4,35.73,54.39,B,Pass,High
772,ECE20250772,Tejas Ratta,tejas.ratta66@college.edu,+91-8946602034,Male,Electronics & Communication Engineering,B.E. Electronics & Communication Engineering,3,5,B,2025-2026,6.21,62.79,25.67,14.79,4.49,21.6,43.54,81,41,50.62,3.18,39.27,3.03,4,70.07,52.12,B,Pass,High
773,CSE20250773,Thomas Raju,thomas.raju96@college.edu,+91-9007018111,Male,Computer Science Engineering,B.E. Computer Science Engineering,1,1,C,2025-2026,7.55,75.56,28.76,21.79,14.81,35.63,44.53,68,47,69.12,6.77,69.53,1.73,5,61.94,69.1,B+,Pass,Low
774,EEE20240774,Omkaar Grover,omkaar.grover19@college.edu,+91-8032398249,Male,Electrical & Electronics Engineering,B.E. Electrical & Electronics Engineering,4,7,C,2024-2025,6.98,64.9,20.23,19.57,19.81,26.96,46.19,64,36,56.25,2.88,61.55,2.2,3,56.49,62.88,B+,Pass,Medium
775,CE20250775,Yadavi Tank,yadavi.tank9@college.edu,+91-9722697824,Female,Civil Engineering,B.E. Civil Engineering,3,6,B,2025-2026,6.72,63.98,27.9,15.13,6.57,14.63,36.76,66,42,63.64,3.87,31.55,2.6,4,56.06,47.75,C,Pass,Medium
776,IT20240776,Qarin Venkataraman,qarin.venkataraman15@college.edu,+91-7644082961,Male,Information Technology,B.E. Information Technology,3,5,B,2024-2025,7.14,74.3,35.16,15.19,17.38,41.56,46.58,66,37,56.06,7.22,75.39,3.13,0,61.35,74.86,A,Pass,Medium
777,CE20250777,Kiaan Butala,kiaan.butala5@college.edu,+91-7867542631,Male,Civil Engineering,B.E. Civil Engineering,3,6,B,2025-2026,9.55,91.81,40.0,25.0,15.29,50.0,52.54,65,55,84.62,6.26,100.0,4.32,2,74.74,87.16,A+,Pass,Low
778,AIDS20240778,Unnati Brar,unnati.brar6@college.edu,+91-9086675353,Female,AI & Data Science,B.Tech. AI & Data Science,3,6,C,2024-2025,7.26,73.35,33.02,20.98,11.34,39.56,47.04,85,61,71.76,6.47,69.75,2.92,0,83.34,72.31,A,Pass,Low
779,CE20250779,Upasna Gole,upasna.gole53@college.edu,+91-8560938195,Female,Civil Engineering,B.E. Civil Engineering,1,2,C,2025-2026,6.2,56.28,27.68,7.07,14.7,24.71,41.85,81,34,41.98,3.77,59.38,1.97,3,47.21,55.91,B,Pass,Medium
780,AIDS20240780,Nandini Nagi,nandini.nagi65@college.edu,+91-7518156089,Female,AI & Data Science,B.Tech. AI & Data Science,4,7,A,2024-2025,6.1,56.19,20.29,16.71,7.57,19.53,56.59,76,41,53.95,3.16,45.14,1.83,3,60.72,56.78,B,Pass,High
781,EEE20240781,Dalaja Buch,dalaja.buch99@college.edu,+91-8346087107,Female,Electrical & Electronics Engineering,B.E. Electrical & Electronics Engineering,3,6,A,2024-2025,7.75,76.76,35.34,19.94,14.19,40.99,61.7,70,59,84.29,5.36,97.06,2.89,4,83.74,82.03,A+,Pass,Low
782,ME20240782,Nihal Merchant,nihal.merchant23@college.edu,+91-7919589589,Male,Mechanical Engineering,B.E. Mechanical Engineering,4,7,B,2024-2025,5.37,59.25,18.68,10.03,15.62,35.27,46.08,68,40,58.82,5.52,39.8,1.57,1,69.76,60.3,B+,Pass,High
783,IT20250783,Niharika Sehgal,niharika.sehgal15@college.edu,+91-8359313973,Female,Information Technology,B.E. Information Technology,1,2,C,2025-2026,7.57,82.18,28.58,23.02,14.44,39.45,49.29,77,52,67.53,4.66,55.79,2.43,2,69.8,73.45,A,Pass,Low
784,ME20250784,Tanay Ganesan,tanay.ganesan48@college.edu,+91-8323586087,Male,Mechanical Engineering,B.E. Mechanical Engineering,2,4,A,2025-2026,8.69,83.88,30.42,21.78,20.0,46.07,63.22,60,50,83.33,6.5,86.21,3.34,3,76.06,86.46,A+,Pass,Low
785,EEE20240785,Tristan Panchal,tristan.panchal50@college.edu,+91-8328298095,Male,Electrical & Electronics Engineering,B.E. Electrical & Electronics Engineering,1,1,C,2024-2025,8.0,78.75,35.84,17.84,20.0,45.01,73.1,80,65,81.25,5.42,100.0,2.83,5,83.59,91.67,O,Pass,Low
786,IT20250786,Udant Basak,udant.basak51@college.edu,+91-8097508854,Male,Information Technology,B.E. Information Technology,1,1,B,2025-2026,3.46,35.52,11.97,7.83,6.59,21.02,25.57,69,21,30.43,2.43,20.0,0.34,0,21.25,34.85,F,Fail,High
787,CE20240787,Qushi Saran,qushi.saran81@college.edu,+91-8362296424,Female,Civil Engineering,B.E. Civil Engineering,2,4,A,2024-2025,4.88,50.25,21.28,19.2,12.24,29.06,40.87,88,49,55.68,4.18,58.22,4.34,4,56.99,58.04,B,Pass,High
788,ME20240788,Mahika Bhandari,mahika.bhandari63@college.edu,+91-9023321653,Female,Mechanical Engineering,B.E. Mechanical Engineering,4,7,B,2024-2025,5.46,42.53,15.59,14.73,11.16,19.46,41.72,83,38,45.78,3.75,44.61,4.15,1,53.51,48.47,C,Pass,High
789,CE20240789,Bishakha Ravi,bishakha.ravi65@college.edu,+91-7285045092,Female,Civil Engineering,B.E. Civil Engineering,3,6,A,2024-2025,5.6,61.66,16.94,10.33,11.95,15.54,34.78,71,42,59.15,3.52,40.62,1.96,1,52.5,42.58,C,Pass,High
790,ME20240790,Rajata Varghese,rajata.varghese83@college.edu,+91-9755618874,Female,Mechanical Engineering,B.E. Mechanical Engineering,3,6,C,2024-2025,7.44,76.38,28.76,19.9,17.01,37.69,75.0,65,51,78.46,8.39,74.21,3.19,3,79.7,84.69,A+,Pass,Low
791,CE20240791,Gauri Balasubramanian,gauri.balasubramanian41@college.edu,+91-9473082326,Female,Civil Engineering,B.E. Civil Engineering,2,3,B,2024-2025,4.1,38.66,18.48,11.26,7.82,28.58,26.36,62,19,30.65,2.01,23.32,2.68,0,46.88,44.24,C,Pass,High
792,CSE20250792,Ekbal Sarma,ekbal.sarma95@college.edu,+91-7573420239,Male,Computer Science Engineering,B.E. Computer Science Engineering,2,4,B,2025-2026,6.17,70.95,21.42,15.43,15.09,36.31,60.03,68,44,64.71,6.22,69.85,2.39,1,61.07,70.6,A,Pass,Medium
793,EEE20240793,Anay Date,anay.date24@college.edu,+91-8690044623,Male,Electrical & Electronics Engineering,B.E. Electrical & Electronics Engineering,3,6,A,2024-2025,9.08,90.32,30.1,23.32,19.35,50.0,75.0,88,88,100.0,7.09,81.13,3.01,2,96.84,94.06,O,Pass,Low
794,CE20240794,Bhavna Keer,bhavna.keer60@college.edu,+91-7851546865,Female,Civil Engineering,B.E. Civil Engineering,2,3,A,2024-2025,5.12,46.04,17.28,15.03,3.96,19.63,36.14,68,25,36.76,1.28,45.48,1.21,2,77.52,43.31,C,Pass,High
795,CSE20250795,Rajeshri Pathak,rajeshri.pathak20@college.edu,+91-7382515219,Female,Computer Science Engineering,B.E. Computer Science Engineering,1,2,C,2025-2026,7.84,79.54,37.27,23.76,15.5,44.2,56.89,90,77,85.56,6.67,78.19,2.71,2,77.79,84.53,A+,Pass,Low
796,EEE20250796,Sanaya Bali,sanaya.bali59@college.edu,+91-9893133105,Female,Electrical & Electronics Engineering,B.E. Electrical & Electronics Engineering,1,1,C,2025-2026,6.39,64.3,22.04,13.88,7.73,24.72,41.9,75,39,52.0,3.85,43.79,2.09,1,46.7,52.35,B,Pass,High
797,ME20250797,Ganga Sengupta,ganga.sengupta49@college.edu,+91-7559201866,Female,Mechanical Engineering,B.E. Mechanical Engineering,2,3,B,2025-2026,8.76,90.31,32.92,18.76,19.06,45.27,61.33,73,70,95.89,8.24,98.5,3.71,4,96.37,84.75,A+,Pass,Low
798,EEE20240798,Qasim Prabhu,qasim.prabhu53@college.edu,+91-7626819783,Male,Electrical & Electronics Engineering,B.E. Electrical & Electronics Engineering,2,4,C,2024-2025,8.05,84.96,29.91,24.93,15.43,34.3,45.47,60,38,63.33,6.27,74.1,1.7,2,73.87,71.01,A,Pass,Low
799,IT20250799,Vamakshi Bose,vamakshi.bose83@college.edu,+91-8967799880,Female,Information Technology,B.E. Information Technology,2,4,A,2025-2026,7.66,81.18,27.59,23.12,15.62,39.18,45.89,62,45,72.58,4.53,61.35,1.57,0,47.16,71.86,A,Pass,Low
800,CSE20240800,Ekantika Wagle,ekantika.wagle91@college.edu,+91-8818020775,Female,Computer Science Engineering,B.E. Computer Science Engineering,3,6,C,2024-2025,7.37,67.49,24.68,10.94,11.59,27.31,53.31,83,52,62.65,4.86,67.38,2.83,3,64.1,61.04,B+,Pass,Low
801,AIDS20250801,Rajeshri Rao,rajeshri.rao61@college.edu,+91-8521714121,Female,AI & Data Science,B.Tech. AI & Data Science,1,1,A,2025-2026,6.28,60.56,22.06,16.82,9.64,13.79,40.03,79,50,63.29,3.83,38.2,1.36,5,40.19,48.16,C,Pass,Medium
802,CE20250802,Naksh Mallick,naksh.mallick51@college.edu,+91-9883048433,Male,Civil Engineering,B.E. Civil Engineering,1,1,B,2025-2026,6.25,63.13,28.21,18.66,16.46,35.12,55.38,71,45,63.38,5.28,57.4,2.0,1,76.96,73.2,A,Pass,Medium
803,EEE20240803,Jeet Comar,jeet.comar44@college.edu,+91-9010409194,Male,Electrical & Electronics Engineering,B.E. Electrical & Electronics Engineering,1,1,B,2024-2025,5.56,53.7,25.46,12.98,10.19,37.14,36.97,64,39,60.94,5.06,47.53,2.55,0,54.12,58.84,B,Pass,Medium
804,ME20240804,Agastya Grewal,agastya.grewal17@college.edu,+91-9144093270,Male,Mechanical Engineering,B.E. Mechanical Engineering,4,7,B,2024-2025,2.43,20.0,17.56,8.02,9.34,5.58,20.04,87,39,44.83,2.53,20.0,1.32,5,29.82,28.8,F,Fail,High
805,IT20250805,Yahvi Vasa,yahvi.vasa98@college.edu,+91-8132831715,Female,Information Technology,B.E. Information Technology,3,6,B,2025-2026,6.03,61.08,23.23,15.41,10.25,36.96,49.01,76,41,53.95,5.55,63.87,1.36,2,41.56,64.26,B+,Pass,Medium
806,CSE20250806,Rishi Dalal,rishi.dalal20@college.edu,+91-7234364203,Male,Computer Science Engineering,B.E. Computer Science Engineering,3,6,A,2025-2026,5.62,58.98,29.03,16.83,8.86,30.18,37.81,67,45,67.16,4.09,53.07,2.35,1,90.41,58.42,B,Pass,Medium
807,ECE20250807,Karan Lad,karan.lad64@college.edu,+91-7175199056,Male,Electronics & Communication Engineering,B.E. Electronics & Communication Engineering,3,5,C,2025-2026,6.83,68.75,28.83,12.91,13.6,39.96,52.66,74,46,62.16,5.59,59.75,2.03,2,61.58,70.93,A,Pass,Low
808,ME20240808,Vansha Kala,vansha.kala19@college.edu,+91-7531090911,Female,Mechanical Engineering,B.E. Mechanical Engineering,4,8,B,2024-2025,8.12,76.59,33.75,25.0,14.5,48.58,61.73,71,50,70.42,6.84,81.84,2.38,0,85.62,87.22,A+,Pass,Low
809,CE20250809,Mekhala Swaminathan,mekhala.swaminathan85@college.edu,+91-9515465308,Female,Civil Engineering,B.E. Civil Engineering,3,5,A,2025-2026,5.48,52.99,16.03,17.38,10.98,25.92,44.76,66,39,59.09,3.62,47.56,2.17,2,51.72,54.3,B,Pass,High
810,AIDS20240810,Irya Das,irya.das87@college.edu,+91-7405037845,Female,AI & Data Science,B.Tech. AI & Data Science,2,4,A,2024-2025,7.0,72.65,29.45,17.97,9.33,37.12,47.31,88,50,56.82,7.12,64.47,2.18,2,44.13,67.22,B+,Pass,Medium
811,IT20240811,Ekanta Borah,ekanta.borah20@college.edu,+91-7124015059,Female,Information Technology,B.E. Information Technology,1,2,B,2024-2025,9.86,97.44,37.27,24.29,20.0,49.22,65.21,62,59,95.16,4.91,94.74,4.71,2,91.01,93.39,O,Pass,Low
812,ME20250812,Varsha Gera,varsha.gera1@college.edu,+91-8414877840,Female,Mechanical Engineering,B.E. Mechanical Engineering,4,8,C,2025-2026,7.36,64.33,35.04,25.0,17.61,42.33,57.04,61,42,68.85,6.94,78.01,3.7,3,58.43,84.11,A+,Pass,Low
813,ECE20240813,Vamakshi Chahal,vamakshi.chahal37@college.edu,+91-8388008205,Female,Electronics & Communication Engineering,B.E. Electronics & Communication Engineering,3,5,A,2024-2025,4.24,40.3,19.01,11.54,12.4,21.96,36.45,85,47,55.29,3.91,49.49,0.42,0,43.57,48.31,C,Pass,High
814,AIDS20250814,Nathaniel Palan,nathaniel.palan99@college.edu,+91-8713336599,Male,AI & Data Science,B.Tech. AI & Data Science,4,7,B,2025-2026,5.57,56.03,19.91,5.8,15.63,33.61,48.44,62,45,72.58,4.87,35.71,1.12,0,54.31,59.5,B,Pass,Medium
815,CSE20250815,Bhavini Mannan,bhavini.mannan84@college.edu,+91-7662003357,Female,Computer Science Engineering,B.E. Computer Science Engineering,2,4,B,2025-2026,5.13,55.89,24.6,12.82,6.59,24.48,51.74,63,35,55.56,3.37,35.0,1.8,0,49.82,57.11,B,Pass,High
816,CE20240816,Mason Dugar,mason.dugar13@college.edu,+91-8578215040,Male,Civil Engineering,B.E. Civil Engineering,4,8,C,2024-2025,7.68,75.42,26.02,16.96,8.86,20.34,40.63,76,51,67.11,3.98,53.8,1.9,1,92.58,53.36,B,Pass,Low
817,ECE20250817,Gagan Pathak,gagan.pathak55@college.edu,+91-8581561716,Male,Electronics & Communication Engineering,B.E. Electronics & Communication Engineering,4,8,B,2025-2026,8.07,82.92,28.33,14.19,19.03,37.93,38.53,79,70,88.61,4.8,87.44,3.13,1,49.31,66.3,B+,Pass,Low
818,ME20250818,Yashoda Kapur,yashoda.kapur87@college.edu,+91-7963061418,Female,Mechanical Engineering,B.E. Mechanical Engineering,4,7,A,2025-2026,4.94,48.52,11.36,8.18,11.31,26.88,51.87,80,27,33.75,2.21,59.43,1.51,2,47.23,52.25,B,Pass,High
819,CSE20250819,Darsh Iyer,darsh.iyer62@college.edu,+91-8290179231,Male,Computer Science Engineering,B.E. Computer Science Engineering,4,7,B,2025-2026,9.57,99.18,39.97,22.28,20.0,50.0,67.32,64,61,95.31,8.56,98.18,4.66,5,61.35,95.32,O,Pass,Low
820,ME20250820,Ekaraj Khalsa,ekaraj.khalsa7@college.edu,+91-9366502646,Male,Mechanical Engineering,B.E. Mechanical Engineering,3,5,C,2025-2026,9.29,92.24,38.84,21.26,20.0,49.18,75.0,62,57,91.94,7.09,100.0,3.51,5,69.51,97.51,O,Pass,Low
821,EEE20240821,Yatin Bal,yatin.bal93@college.edu,+91-9441595296,Male,Electrical & Electronics Engineering,B.E. Electrical & Electronics Engineering,1,2,B,2024-2025,7.86,76.58,30.35,22.66,14.96,32.43,53.45,86,72,83.72,5.56,91.7,3.86,2,95.37,72.88,A,Pass,Low
822,IT20250822,Pranit Pillay,pranit.pillay24@college.edu,+91-8687738937,Male,Information Technology,B.E. Information Technology,1,1,A,2025-2026,6.43,60.75,18.19,19.71,15.81,33.25,37.46,61,38,62.3,3.9,75.37,2.11,0,61.66,58.99,B,Pass,Low
823,ME20250823,Vinaya Dayal,vinaya.dayal58@college.edu,+91-9679245233,Female,Mechanical Engineering,B.E. Mechanical Engineering,3,6,C,2025-2026,7.97,81.94,39.24,16.78,19.56,45.16,64.89,85,73,85.88,6.39,84.55,3.24,2,76.74,88.97,A+,Pass,Low
824,CE20240824,Chameli Bhatti,chameli.bhatti78@college.edu,+91-8113760908,Female,Civil Engineering,B.E. Civil Engineering,2,3,A,2024-2025,8.69,84.71,30.07,16.63,13.48,31.36,51.31,87,61,70.11,4.9,50.5,3.37,3,98.22,68.06,B+,Pass,Low
825,ECE20240825,Mohammed Rao,mohammed.rao84@college.edu,+91-9049214240,Male,Electronics & Communication Engineering,B.E. Electronics & Communication Engineering,1,1,B,2024-2025,8.39,83.62,33.6,17.55,15.52,44.76,67.17,74,72,97.3,6.52,91.74,3.51,3,75.59,85.31,A+,Pass,Low
826,CE20250826,Wakeeta Vora,wakeeta.vora89@college.edu,+91-9899542255,Female,Civil Engineering,B.E. Civil Engineering,4,8,C,2025-2026,5.4,52.73,22.97,12.37,14.64,14.55,39.32,72,33,45.83,4.19,72.75,1.39,3,45.89,49.38,C,Pass,Medium
827,AIDS20240827,Samesh Rout,samesh.rout3@college.edu,+91-9989436561,Male,AI & Data Science,B.Tech. AI & Data Science,2,3,A,2024-2025,8.51,85.78,31.7,14.29,20.0,35.19,62.22,66,54,81.82,5.24,83.32,4.05,4,41.72,78.2,A,Pass,Low
828,CSE20240828,Balhaar Dass,balhaar.dass81@college.edu,+91-9313194377,Male,Computer Science Engineering,B.E. Computer Science Engineering,4,7,C,2024-2025,6.28,67.59,25.66,18.86,12.4,39.02,55.37,66,59,89.39,5.3,71.31,2.4,0,62.94,71.92,A,Pass,Low
829,CE20250829,Nathan Borah,nathan.borah22@college.edu,+91-7654648523,Male,Civil Engineering,B.E. Civil Engineering,4,7,B,2025-2026,6.78,71.7,29.34,21.32,10.85,45.52,60.32,83,60,72.29,5.9,61.13,3.21,3,74.9,79.53,A,Pass,Low
830,ECE20240830,Umang Shukla,umang.shukla73@college.edu,+91-8682482133,Male,Electronics & Communication Engineering,B.E. Electronics & Communication Engineering,4,7,B,2024-2025,4.92,49.6,27.28,11.41,10.51,37.18,37.46,61,43,70.49,3.52,49.09,3.15,1,51.22,59.53,B,Pass,Medium
831,AIDS20250831,Orinder Dave,orinder.dave52@college.edu,+91-9087787720,Male,AI & Data Science,B.Tech. AI & Data Science,4,8,B,2025-2026,6.54,65.49,33.07,19.71,16.96,40.83,47.17,76,68,89.47,4.51,74.15,3.31,3,88.67,75.32,A,Pass,Low
832,EEE20240832,Gavin Dayal,gavin.dayal55@college.edu,+91-9475633552,Male,Electrical & Electronics Engineering,B.E. Electrical & Electronics Engineering,4,7,C,2024-2025,8.3,83.9,24.4,21.14,12.75,32.82,50.24,70,46,65.71,4.68,83.65,4.44,3,89.71,66.88,B+,Pass,Low
833,IT20250833,Upma Thakkar,upma.thakkar83@college.edu,+91-8489340533,Female,Information Technology,B.E. Information Technology,4,8,A,2025-2026,6.78,69.47,28.39,15.42,9.66,22.38,51.0,74,46,62.16,5.65,63.78,2.77,3,69.03,60.19,B+,Pass,Low
834,AIDS20240834,Ayaan Dash,ayaan.dash57@college.edu,+91-7996875277,Male,AI & Data Science,B.Tech. AI & Data Science,2,4,C,2024-2025,4.29,47.8,22.21,11.45,7.67,18.31,42.81,76,26,34.21,2.16,20.0,0.16,0,41.16,48.65,C,Pass,High
835,ME20250835,Yochana Dua,yochana.dua50@college.edu,+91-8790404672,Female,Mechanical Engineering,B.E. Mechanical Engineering,3,6,A,2025-2026,9.72,97.07,30.53,19.3,20.0,43.38,66.53,86,65,75.58,6.02,90.85,3.63,5,84.16,85.72,A+,Pass,Low
836,ME20240836,Max Gala,max.gala96@college.edu,+91-7370191370,Male,Mechanical Engineering,B.E. Mechanical Engineering,3,6,A,2024-2025,6.62,63.59,33.84,25.0,20.0,35.92,60.16,81,81,100.0,5.97,94.44,3.02,2,57.63,82.95,A+,Pass,Low
837,CSE20250837,Faris Naidu,faris.naidu54@college.edu,+91-9120533071,Male,Computer Science Engineering,B.E. Computer Science Engineering,2,3,C,2025-2026,3.94,40.48,15.96,9.33,8.9,29.45,39.59,69,33,47.83,3.78,41.72,2.58,0,53.02,49.36,C,Pass,High
838,EEE20250838,Isaiah Pal,isaiah.pal21@college.edu,+91-7750394310,Male,Electrical & Electronics Engineering,B.E. Electrical & Electronics Engineering,1,1,B,2025-2026,6.4,63.08,24.91,17.49,16.91,28.13,39.77,86,68,79.07,4.27,68.32,2.42,4,67.83,60.53,B+,Pass,Low
839,EEE20250839,Lucky Brar,lucky.brar30@college.edu,+91-7518351152,Male,Electrical & Electronics Engineering,B.E. Electrical & Electronics Engineering,1,1,B,2025-2026,6.99,71.79,38.0,20.55,20.0,32.51,52.12,77,53,68.83,5.63,72.02,2.52,1,66.09,77.8,A,Pass,Low
840,IT20250840,Ladli Hegde,ladli.hegde89@college.edu,+91-9213572221,Female,Information Technology,B.E. Information Technology,3,6,A,2025-2026,3.17,27.93,13.93,7.99,4.12,13.49,38.09,79,24,30.38,2.32,35.14,1.56,2,23.59,36.74,F,Fail,High
841,ME20240841,Mahika Dass,mahika.dass79@college.edu,+91-9618451922,Female,Mechanical Engineering,B.E. Mechanical Engineering,1,2,B,2024-2025,3.85,42.97,26.16,12.07,12.9,29.8,33.65,85,47,55.29,5.15,30.55,1.51,3,37.03,54.96,B,Pass,High
842,AIDS20240842,Nidra Walla,nidra.walla47@college.edu,+91-7674449642,Female,AI & Data Science,B.Tech. AI & Data Science,1,1,A,2024-2025,5.74,61.24,17.66,14.23,7.95,22.0,33.42,83,45,54.22,3.13,47.9,2.0,2,41.53,45.09,C,Pass,High
843,ECE20250843,Chakradhar Thakkar,chakradhar.thakkar18@college.edu,+91-7528209967,Male,Electronics & Communication Engineering,B.E. Electronics & Communication Engineering,4,7,A,2025-2026,7.24,69.43,32.34,15.67,11.71,30.68,52.86,87,62,71.26,4.82,70.55,2.89,1,81.85,68.3,B+,Pass,Low
844,ECE20250844,Frado Dube,frado.dube22@college.edu,+91-7366076664,Male,Electronics & Communication Engineering,B.E. Electronics & Communication Engineering,1,1,B,2025-2026,6.07,59.42,23.82,14.62,11.41,40.58,38.33,68,41,60.29,5.71,56.49,3.92,2,66.3,61.64,B+,Pass,Medium
845,CE20240845,Frederick Nazareth,frederick.nazareth97@college.edu,+91-9274830614,Male,Civil Engineering,B.E. Civil Engineering,4,8,C,2024-2025,5.94,58.22,16.73,14.54,15.49,28.74,41.11,73,39,53.42,5.34,66.95,2.2,4,59.66,55.48,B,Pass,Medium
846,CSE20250846,Anvi Balakrishnan,anvi.balakrishnan67@college.edu,+91-9930020860,Female,Computer Science Engineering,B.E. Computer Science Engineering,4,8,B,2025-2026,8.45,87.92,27.52,17.81,17.59,27.24,40.99,71,42,59.15,4.44,62.67,2.11,5,32.76,62.43,B+,Pass,Medium
847,ECE20240847,Banjeet Bath,banjeet.bath41@college.edu,+91-8725077330,Male,Electronics & Communication Engineering,B.E. Electronics & Communication Engineering,2,3,C,2024-2025,5.54,54.58,27.28,10.52,11.14,30.63,45.0,84,37,44.05,4.74,36.08,2.75,1,63.91,59.73,B,Pass,High
848,AIDS20240848,Libni Kade,libni.kade8@college.edu,+91-9712733822,Female,AI & Data Science,B.Tech. AI & Data Science,4,7,C,2024-2025,6.72,66.76,34.97,17.99,13.06,30.22,45.07,82,58,70.73,4.71,48.22,0.84,4,46.6,67.35,B+,Pass,Medium
849,EEE20250849,Turvi Balasubramanian,turvi.balasubramanian41@college.edu,+91-8478144620,Female,Electrical & Electronics Engineering,B.E. Electrical & Electronics Engineering,3,6,B,2025-2026,9.64,98.63,33.23,23.98,19.98,48.15,62.31,60,53,88.33,8.27,91.87,3.59,4,100.0,89.35,A+,Pass,Low
850,EEE20240850,Yadavi Mann,yadavi.mann80@college.edu,+91-9655094916,Female,Electrical & Electronics Engineering,B.E. Electrical & Electronics Engineering,2,4,B,2024-2025,8.64,90.01,33.73,22.86,20.0,41.95,58.35,80,63,78.75,5.96,100.0,2.0,2,70.72,84.22,A+,Pass,Low
851,IT20240851,Matthew Subramanian,matthew.subramanian43@college.edu,+91-8675009496,Male,Information Technology,B.E. Information Technology,4,7,B,2024-2025,5.27,49.98,27.45,15.44,13.57,31.91,38.22,83,55,66.27,4.46,73.86,1.52,3,58.57,60.48,B+,Pass,Low
852,CSE20250852,Jason Ravi,jason.ravi97@college.edu,+91-9730248478,Male,Computer Science Engineering,B.E. Computer Science Engineering,3,5,A,2025-2026,6.46,61.05,25.28,18.28,11.56,32.08,44.94,65,36,55.38,5.53,60.71,3.77,0,74.79,62.74,B+,Pass,Medium
853,CE20250853,Neha Setty,neha.setty15@college.edu,+91-7257464979,Female,Civil Engineering,B.E. Civil Engineering,3,5,B,2025-2026,6.66,68.27,28.98,16.09,9.45,34.73,53.64,86,65,75.58,6.62,54.41,1.93,2,63.35,68.05,B+,Pass,Low
854,ME20240854,Balhaar Bhasin,balhaar.bhasin74@college.edu,+91-7022391377,Male,Mechanical Engineering,B.E. Mechanical Engineering,3,5,A,2024-2025,8.17,80.29,29.24,20.36,17.39,50.0,55.9,74,45,60.81,5.6,84.1,3.18,2,92.44,82.55,A+,Pass,Low
855,CSE20250855,Gaurangi Sarraf,gaurangi.sarraf92@college.edu,+91-9460010103,Female,Computer Science Engineering,B.E. Computer Science Engineering,2,4,B,2025-2026,6.12,60.26,31.09,20.97,15.48,33.45,57.57,81,65,80.25,6.3,67.42,1.98,1,63.39,75.26,A,Pass,Low
856,ECE20240856,Triya Sule,triya.sule47@college.edu,+91-8951244854,Female,Electronics & Communication Engineering,B.E. Electronics & Communication Engineering,2,3,B,2024-2025,7.03,66.15,26.02,10.76,16.51,31.71,43.13,63,44,69.84,4.83,59.27,1.25,1,61.7,61.55,B+,Pass,Low
857,ECE20240857,Vincent Jani,vincent.jani17@college.edu,+91-9045491387,Male,Electronics & Communication Engineering,B.E. Electronics & Communication Engineering,4,7,A,2024-2025,8.82,92.07,27.54,15.41,19.36,49.81,53.74,66,46,69.7,4.61,71.66,2.87,2,76.89,79.6,A,Pass,Low
858,IT20250858,Panini Dhawan,panini.dhawan57@college.edu,+91-9959309162,Female,Information Technology,B.E. Information Technology,4,8,B,2025-2026,5.99,58.85,19.17,12.36,9.87,31.89,39.99,89,40,44.94,3.92,45.22,2.14,5,53.76,54.07,B,Pass,High
859,ME20240859,Naksh Nagar,naksh.nagar59@college.edu,+91-7555705131,Male,Mechanical Engineering,B.E. Mechanical Engineering,4,7,A,2024-2025,7.35,77.66,27.9,9.21,17.5,29.28,52.77,90,54,60.0,6.99,60.51,0.18,3,59.2,65.65,B+,Pass,Low
860,CE20250860,Orinder Rastogi,orinder.rastogi21@college.edu,+91-9401001356,Male,Civil Engineering,B.E. Civil Engineering,1,1,B,2025-2026,4.76,47.18,22.55,9.65,9.69,22.63,26.15,71,27,38.03,5.04,58.75,2.75,4,50.67,43.49,C,Pass,High
861,AIDS20250861,Eiravati Prabhakar,eiravati.prabhakar6@college.edu,+91-9245312271,Female,AI & Data Science,B.Tech. AI & Data Science,4,7,A,2025-2026,8.8,89.88,35.57,21.67,14.37,32.12,49.88,64,64,100.0,6.04,82.82,2.47,1,65.32,72.98,A,Pass,Low
862,IT20250862,Chatresh Nagar,chatresh.nagar19@college.edu,+91-7610485820,Male,Information Technology,B.E. Information Technology,3,6,B,2025-2026,7.82,82.56,30.92,15.58,19.56,35.64,57.63,85,52,61.18,4.23,83.49,4.17,3,74.41,76.18,A,Pass,Low
